-8.99994 -0.000288755 -0
-8.99949 -0.000287256 -0
-8.99859 -0.000285948 -0
-8.99723 -0.000280622 -0
-8.99543 -0.000276495 -0
-8.99317 -0.000271127 -0
-8.99046 -0.000266413 -0
-8.9873 -0.000261007 -0
-8.98368 -0.000255999 -0
-8.97962 -0.000250494 -0
-8.9751 -0.000245246 -0
-8.97014 -0.000239587 -0
-8.96472 -0.000234091 -0
-8.95885 -0.000228222 -0
-8.95254 -0.000222447 -0
-8.94577 -0.000216309 -0
-8.93855 -0.000210206 -0
-8.93089 -0.000203733 -0
-8.92277 -0.00019724 -0
-8.9142 -0.000190355 -0
-8.90519 -0.000183394 -0
-8.89573 -0.000176005 -0
-8.88582 -0.00016848 -0
-8.87546 -0.000160476 -0
-8.86466 -0.000152265 -0
-8.85341 -0.000143509 -0
-8.84171 -0.00013446 -0
-8.82957 -0.000124776 -0
-8.81698 -0.000114696 -0
-8.80395 -0.000103863 -0
-8.79047 -9.24993e-05 -0
-8.77655 -8.02294e-05 -0
-8.76219 -6.72515e-05 -0
-8.74738 -5.31622e-05 -0
-8.73213 -3.81287e-05 -0
-8.71644 -2.17058e-05 -0
-8.7003 -4.01433e-06 -0
-8.68373 1.5449e-05 -0
-8.66672 3.66374e-05 -0
-8.64927 6.01354e-05 -0
-8.63137 8.60187e-05 -0
-8.61305 0.000114987 -0
-8.59428 0.000147325 -0
-8.57508 0.000183901 -0
-8.55544 0.000225363 -0
-8.53537 0.000272843 -0
-8.51486 0.000327649 -0
-8.49392 0.000391343 -0
-8.47254 0.000466488 -0
-8.45074 0.00055541 -0
-8.4285 0.000663217 -0
-8.40583 0.000793746 -0
-8.38274 0.000957707 -0
-8.35921 0.00116238 -0
-8.33526 0.00143236 -0
-8.31088 0.00178444 -0
-8.28607 0.00228426 -0
-8.26084 0.0029835 -0
-8.23519 0.0041104 -0
-8.20911 0.00592242 -0
-8.18261 0.00982518 -0
-8.15569 0.0201143 -0
-8.12835 0.0501628 -0
-8.10059 0.142272 -0
-8.07241 -0.018444 -0
-8.04382 -0.227653 -0
-8.01481 -0.0383915 -0
-7.98538 0.0168345 -0
-7.95555 0.481411 -0
-7.9253 0.463162 -0
-7.89463 -0.38292 -0
-7.86356 -0.268105 -0
-7.83208 0.704385 -0
-7.80019 -0.803887 -0
-7.76789 -2.10662 -0
-7.73519 -0.567815 -0
-7.70209 -1.74245 -0
-7.66858 -1.0709 -0
-7.63467 0.0317063 -0
-7.60036 -1.51495 -0
-7.56565 -1.2102 -0
-7.53054 0.0190307 -0
-7.49504 3.52804 -0
-7.45914 2.35237 -0
-7.42285 -0.816617 -0
-7.38616 1.84902 -0
-7.34909 6.96206 -0
-7.31162 2.61587 -0
-7.27377 1.10926 -0
-7.23553 -0.327674 -0
-7.1969 -1.6426 -0
-7.15789 1.035 -0
-7.1185 0.89334 -0
-7.07873 1.55788 -0
-7.03857 -0.377029 -0
-6.99804 -1.66524 -0
-6.95713 4.73919 -0
-6.91585 0.905643 -0
-6.8742 -2.91636 -0
-6.83217 -0.929237 -0
-6.78977 1.62928 -0
-6.74701 -1.11111 -0
-6.70387 -8.10773 -0
-6.66038 -5.47449 -0
-6.61651 -4.78644 -0
-6.57229 -1.96265 -0
-6.52771 -1.69504 -0
-6.48276 -4.39201 -0
-6.43746 -1.72303 -0
-6.39181 -2.19636 -0
-6.3458 -6.96542 -0
-6.29944 -3.0314 -0
-6.25273 -0.274872 -0
-6.20567 -1.36681 -0
