-8.99999 -0.000246165 -0
-8.9999 -0.000255852 -0
-8.99972 -0.000257986 -0
-8.99946 -0.000258886 -0
-8.9991 -0.000259386 -0
-8.99866 -0.000259733 -0
-8.99812 -0.000260008 -0
-8.9975 -0.000260241 -0
-8.99679 -0.000260457 -0
-8.99599 -0.000260656 -0
-8.9951 -0.000260851 -0
-8.99413 -0.000261039 -0
-8.99306 -0.000261228 -0
-8.99191 -0.000261413 -0
-8.99066 -0.000261602 -0
-8.98933 -0.000261788 -0
-8.98791 -0.000261981 -0
-8.9864 -0.000262172 -0
-8.9848 -0.00026237 -0
-8.98312 -0.000262568 -0
-8.98134 -0.000262773 -0
-8.97948 -0.00026298 -0
-8.97753 -0.000263194 -0
-8.97548 -0.00026341 -0
-8.97335 -0.000263634 -0
-8.97114 -0.000263861 -0
-8.96883 -0.000264097 -0
-8.96643 -0.000264336 -0
-8.96395 -0.000264584 -0
-8.96138 -0.000264838 -0
-8.95872 -0.0002651 -0
-8.95597 -0.000265369 -0
-8.95313 -0.000265647 -0
-8.9502 -0.000265932 -0
-8.94719 -0.000266228 -0
-8.94409 -0.000266531 -0
-8.9409 -0.000266845 -0
-8.93762 -0.000267168 -0
-8.93425 -0.000267504 -0
-8.93079 -0.000267848 -0
-8.92725 -0.000268206 -0
-8.92362 -0.000268574 -0
-8.9199 -0.000268957 -0
-8.91609 -0.000269351 -0
-8.91219 -0.00026976 -0
-8.90821 -0.000270182 -0
-8.90414 -0.00027062 -0
-8.89998 -0.000271072 -0
-8.89573 -0.000271542 -0
-8.8914 -0.000272027 -0
-8.88697 -0.000272532 -0
-8.88246 -0.000273052 -0
-8.87786 -0.000273594 -0
-8.87318 -0.000274154 -0
-8.8684 -0.000274737 -0
-8.86354 -0.000275339 -0
-8.85859 -0.000275966 -0
-8.85356 -0.000276615 -0
-8.84843 -0.00027729 -0
-8.84322 -0.000277989 -0
-8.83793 -0.000278717 -0
-8.83254 -0.000279471 -0
-8.82707 -0.000280256 -0
-8.82151 -0.00028107 -0
-8.81586 -0.000281918 -0
-8.81013 -0.000282797 -0
-8.80431 -0.000283714 -0
-8.7984 -0.000284665 -0
-8.79241 -0.000285657 -0
-8.78632 -0.000286686 -0
-8.78016 -0.000287761 -0
-8.7739 -0.000288876 -0
-8.76756 -0.000290041 -0
-8.76113 -0.000291251 -0
-8.75462 -0.000292516 -0
-8.74802 -0.000293829 -0
-8.74133 -0.000295204 -0
-8.73456 -0.000296632 -0
-8.7277 -0.000298127 -0
-8.72075 -0.000299682 -0
-8.71372 -0.000301311 -0
-8.7066 -0.000303006 -0
-8.6994 -0.000304783 -0
-8.69211 -0.000306634 -0
-8.68474 -0.000308576 -0
-8.67728 -0.000310598 -0
-8.66973 -0.000312723 -0
-8.6621 -0.000314939 -0
-8.65438 -0.000317268 -0
-8.64658 -0.000319698 -0
-8.63869 -0.000322256 -0
-8.63071 -0.000324926 -0
-8.62266 -0.00032774 -0
-8.61451 -0.00033068 -0
-8.60628 -0.000333783 -0
-8.59797 -0.000337026 -0
-8.58957 -0.000340455 -0
-8.58109 -0.000344041 -0
-8.57252 -0.000347838 -0
-8.56387 -0.000351814 -0
-8.55513 -0.000356029 -0
-8.54631 -0.000360447 -0
-8.5374 -0.00036514 -0
-8.52841 -0.000370061 -0
-8.51934 -0.000375301 -0
-8.51018 -0.000380799 -0
-8.50094 -0.000386667 -0
-8.49161 -0.000392829 -0
-8.4822 -0.000399421 -0
-8.47271 -0.000406348 -0
-8.46313 -0.000413779 -0
-8.45347 -0.000421592 -0
-8.44372 -0.00043 -0
-8.43389 -0.000438841 -0
-8.42398 -0.00044839 -0
-8.41399 -0.000458428 -0
-8.40391 -0.000469311 -0
-8.39375 -0.000480744 -0
-8.38351 -0.000493194 -0
-8.37318 -0.000506249 -0
-8.36277 -0.000520535 -0
-8.35228 -0.000535464 -0
-8.34171 -0.000551888 -0
-8.33105 -0.000568943 -0
-8.32032 -0.000587818 -0
-8.3095 -0.000607193 -0
-8.29859 -0.000628763 -0
-8.28761 -0.000650431 -0
-8.27654 -0.000674667 -0
-8.2654 -0.000697966 -0
-8.25417 -0.000724 -0
-8.24286 -0.00074651 -0
-8.23146 -0.000771002 -0
-8.21999 -0.000785317 -0
-8.20844 -0.000797305 -0
-8.1968 -0.000780615 -0
-8.18509 -0.000742546 -0
-8.17329 -0.000618169 -0
-8.16141 -0.000376766 -0
-8.14945 0.000122621 -0
-8.13741 0.00141213 -0
-8.1253 -0.00421187 -0
-8.1131 -0.143552 -0
-8.10082 -1.09408 -0
-8.08846 -3.94152 -0
-8.07602 -4.69295 -0
-8.0635 -5.75657 -0
-8.0509 -9.39597 -0
-8.03822 -8.17806 -0
-8.02547 -12.6958 -0
-8.01263 -12.3971 -0
-7.99972 -13.9682 -0
-7.98672 -17.6213 -0
-7.97365 -15.655 -0
-7.9605 -22.5419 -0
-7.94727 -19.1361 -0
-7.93396 -24.9143 -0
-7.92057 -24.488 -0
-7.9071 -26.7138 -0
-7.89356 -29.1522 -0
-7.87994 -26.7649 -0
-7.86624 -31.7875 -0
-7.85246 -28.4186 -0
-7.83861 -37.0293 -0
-7.82468 -32.9792 -0
-7.81067 -39.6644 -0
-7.79658 -35.8626 -0
-7.78242 -43.027 -0
-7.76818 -41.0406 -0
-7.75387 -45.151 -0
-7.73947 -43.3991 -0
-7.725 -47.3471 -0
-7.71046 -47.4667 -0
-7.69584 -50.1116 -0
-7.68114 -50.624 -0
-7.66637 -52.0156 -0
-7.65152 -53.5586 -0
-7.63659 -55.6902 -0
-7.62159 -55.5 -0
-7.60652 -56.8201 -0
-7.59137 -58.7254 -0
-7.57614 -62.2165 -0
-7.56084 -61.3857 -0
-7.54547 -67.1667 -0
-7.53002 -64.6044 -0
-7.5145 -68.6341 -0
-7.4989 -66.6378 -0
-7.48323 -71.4689 -0
-7.46748 -69.1222 -0
-7.45166 -73.8544 -0
-7.43577 -72.1641 -0
-7.4198 -77.899 -0
-7.40376 -76.1005 -0
-7.38765 -78.3092 -0
